LGD,东风股份,123,LGD,OEM,东风股份,,,
LVC,福田汽车,7,S,发动机功率范围,两用燃料,,,
LVC,福田汽车,7,9,发动机功率范围,双燃料,,,
LVC,福田汽车,7,8,发动机功率范围,双燃料,,,
LVA,福田汽车,4,V,车型,货车二类底盘,,,
LVA,福田汽车,4,Y,车型,货车三类底盘,,,
LVA,福田汽车,4,S,车型,半挂牵引车,,,
LVA,福田汽车,4,L,车型,低速货车,,,
LVA,福田汽车,4,C,车型,承载式车身货车,,,
LVA,福田汽车,4,W,车型,无底盘货车（不含低速货车）,,,
LVA,福田汽车,5,1,总重,0,1800,,
LVA,福田汽车,5,2,总重,1800,3500,,
LVA,福田汽车,5,3,总重,3500,6000,,
LVA,福田汽车,5,4,总重,6000,12000,,
LVA,福田汽车,5,5,总重,12000,16000,,
LVA,福田汽车,5,6,总重,16000,25000,,
LVA,福田汽车,5,7,总重,25000,25000+,,
LVA,福田汽车,6,J,驾驶室,平头单排,,,
LVA,福田汽车,6,P,驾驶室,平头单排带卧铺,,,
LVA,福田汽车,6,A,驾驶室,平头双排,,,
LVA,福田汽车,6,K,驾驶室,长头单排,,,
LVA,福田汽车,6,L,驾驶室,长途单排带卧铺,,,
LVA,福田汽车,6,M,驾驶室,长头双排,,,
LVA,福田汽车,6,0,驾驶室,无车身（无驾驶室，无货厢）,,,
LVA,福田汽车,6,Z,驾驶室,整体式车身,,,
LVA,福田汽车,7,A,发动机功率范围,柴油,,,
LVA,福田汽车,7,B,发动机功率范围,柴油,,,
LVA,福田汽车,7,D,发动机功率范围,柴油,,,
LVA,福田汽车,7,E,发动机功率范围,柴油,,,
LVA,福田汽车,7,F,发动机功率范围,汽油,,,
LVA,福田汽车,7,G,发动机功率范围,汽油,,,
LVA,福田汽车,7,H,发动机功率范围,汽油,,,
LVA,福田汽车,7,V,发动机功率范围,汽油,,,
LVA,福田汽车,7,W,发动机功率范围,汽油,,,
LVA,福田汽车,7,0,发动机功率范围,电动,,,
LVA,福田汽车,7,4,发动机功率范围,电动,,,
LVA,福田汽车,7,C,发动机功率范围,天然气,,,
LVA,福田汽车,7,T,发动机功率范围,天然气,,,
LVA,福田汽车,7,L,发动机功率范围,液化石油气,,,
LVA,福田汽车,7,U,发动机功率范围,液化石油气,,,
LVA,福田汽车,7,R,发动机功率范围,两用燃料,,,
LVA,福田汽车,7,S,发动机功率范围,两用燃料,,,
LVA,福田汽车,7,9,发动机功率范围,双燃料,,,
LVA,福田汽车,7,8,发动机功率范围,双燃料,,,
LVA,福田汽车,8,A,轴距,0,2200,,
LVA,福田汽车,8,B,轴距,2200,5000,,
LVA,福田汽车,8,C,轴距,5000,8500,,
LVA,福田汽车,8,D,轴距,8500,8500+,,
LVD,福田汽车,4,L,车型,牵引杆挂车,,,
LVD,福田汽车,4,N,车型,半挂车,,,
LVD,福田汽车,4,0,车型,中置轴挂车,,,
LVD,福田汽车,5,A,总重,0,18000,,
LVD,福田汽车,5,B,总重,18000,35000,,
LVD,福田汽车,5,C,总重,35000,35000+,,
LVD,福田汽车,8,A,轴距,0,5500,,
LVD,福田汽车,8,B,轴距,5500,8000,,
LVD,福田汽车,8,C,轴距,8000,8000+,,
LVB,福田汽车,4,V,车型,货车二类底盘,,,
LVB,福田汽车,4,Y,车型,货车三类底盘,,,
LVB,福田汽车,4,S,车型,半挂牵引车,,,
LVB,福田汽车,4,L,车型,低速货车,,,
LVB,福田汽车,4,C,车型,承载式车身货车,,,
LVB,福田汽车,4,W,车型,无底盘货车（不含低速货车）,,,
LVB,福田汽车,5,1,总重,0,1800,,
LVB,福田汽车,5,2,总重,1800,3500,,
LVB,福田汽车,5,3,总重,3500,6000,,
LVB,福田汽车,5,4,总重,6000,12000,,
LVB,福田汽车,5,5,总重,12000,16000,,
LVB,福田汽车,5,6,总重,16000,25000,,
LVB,福田汽车,5,7,总重,25000,25000+,,
LVB,福田汽车,6,J,驾驶室,平头单排,,,
LVB,福田汽车,6,P,驾驶室,平头单排带卧铺,,,
LVB,福田汽车,6,A,驾驶室,平头双排,,,
LVB,福田汽车,6,K,驾驶室,长头单排,,,
LVB,福田汽车,6,L,驾驶室,长途单排带卧铺,,,
LVB,福田汽车,6,M,驾驶室,长头双排,,,
LVB,福田汽车,6,0,驾驶室,无车身（无驾驶室，无货厢）,,,
LVB,福田汽车,6,Z,驾驶室,整体式车身,,,
LVB,福田汽车,7,A,发动机功率范围,柴油,,,
LVB,福田汽车,7,B,发动机功率范围,柴油,,,
LVB,福田汽车,7,D,发动机功率范围,柴油,,,
LVB,福田汽车,7,E,发动机功率范围,柴油,,,
LVB,福田汽车,7,F,发动机功率范围,汽油,,,
LVB,福田汽车,7,G,发动机功率范围,汽油,,,
LVB,福田汽车,7,H,发动机功率范围,汽油,,,
LVB,福田汽车,7,V,发动机功率范围,汽油,,,
LVB,福田汽车,7,W,发动机功率范围,汽油,,,
LVB,福田汽车,7,0,发动机功率范围,电动,,,
LVB,福田汽车,7,4,发动机功率范围,电动,,,
LVB,福田汽车,7,C,发动机功率范围,天然气,,,
LVB,福田汽车,7,T,发动机功率范围,天然气,,,
LVB,福田汽车,7,L,发动机功率范围,液化石油气,,,
LVB,福田汽车,7,U,发动机功率范围,液化石油气,,,
LVB,福田汽车,7,R,发动机功率范围,两用燃料,,,
LVB,福田汽车,7,S,发动机功率范围,两用燃料,,,
LVB,福田汽车,7,9,发动机功率范围,双燃料,,,
LVB,福田汽车,7,8,发动机功率范围,双燃料,,,
LVB,福田汽车,8,A,轴距,0,2200,,
LVB,福田汽车,8,B,轴距,2200,5000,,
LVB,福田汽车,8,C,轴距,5000,8500,,
LVB,福田汽车,8,D,轴距,8500,8500+,,
